,tweetId,tweetIdx,group,content,rawContent,screenName,valence,valenceGrpPred,valenceSeq,valenceSeqRank,dominance,dominanceGrpPred,dominanceSeq,dominanceSeqRank,care,careGrpPred,careSeq,careSeqRank,fairness,fairnessGrpPred,fairnessSeq,fairnessSeqRank,loyalty,loyaltyGrpPred,loyaltySeq,loyaltySeqRank,authority,authorityGrpPred,authoritySeq,authoritySeqRank,purity,purityGrpPred,puritySeq,puritySeqRank,pred,prob,pdpValue,clusterId
10,745825226798206976,10,1,<user> thank you for standing up for us who want gun violence to end in our country . be of good courage as scripture tells us .,<user> thank you for standing up for us who want gun violence to end in our country . be of good courage as scripture tells us .,User10,0.9375,1,tells,1.355628322,0.791666667,1,for standing up for us who want gun violence,3.649928683,3,1,scripture tells,2.795412415,1,1,standing up for us who want gun violence to,3.13765607,3,0,<user> thank you for standing up for,2.337263408,3,0,us who want gun violence to end in our,3.20533912,1,0,<user>,0.199225961,1,1.0,,9
11,767414615689072640,11,0,"congressman steve king shares second amendment meme on facebook , instantly goes <allcaps> viral </allcaps> <url>","congressman steve king shares second amendment meme on facebook , instantly goes <allcaps> viral </allcaps> <url>",User11,0.645833333,0,steve king shares second amendment meme on facebook,3.3510929,0.4375,0,congressman steve king shares second amendment meme on facebook,3.648614258,0,1,congressman steve king shares second amendment meme on facebook,2.901056075,1,0,congressman,1.958270149,2,0,congressman steve king shares second amendment meme on facebook,3.248423226,2,1,congressman,1.10716419,1,0,congressman,1.673997743,0,0.0555555556,,0
12,746042685618741248,12,0,i hope that turkey ' s gun control laws will be there to protect the minority . <url>,i hope that turkey ' s gun control laws will be there to protect the minority . <url>,User12,0.708333333,0,s gun control laws will be there to protect,3.326828871,0.416666667,0,gun control laws will be there to protect the,3.644941765,3,0,control laws will be there to protect the minority,2.72861379,1,0,control laws,0.716937687,2,0,control laws will be there to protect the minority,3.346378275,2,0,i,0.306532665,1,0,i,0.251967195,0,0.0,,9
13,742833355264294912,13,0,your view of 2 nd amendment shapes the view of gun violence <user> patrick oliver <user> <user> <user> <url>,your view of 2 nd amendment shapes the view of gun violence <user> patrick oliver <user> <user> <user> <url>,User13,0.5,0,of 2 nd amendment shapes,2.773168268,0.375,0,of gun violence <user> patrick oliver <user> <user> <user>,3.633485055,0,0,of gun violence <user> patrick oliver <user> <user> <user>,3.427479591,1,0,amendment,0.318261899,2,0,of gun violence <user> patrick oliver <user> <user> <user>,3.857451701,2,1,your,0.462655264,1,0,your,1.662060983,0,0.3095238095,,0
14,753762094923866112,14,1,the morning buzz crew discusses gun violence in the united states . <url>,the morning buzz crew discusses gun violence in the united states . <url>,User14,0.666666667,1,the morning buzz,2.751522723,0.291666667,1,buzz crew discusses gun violence in the united states,3.633187464,0,1,buzz crew discusses gun violence in the united states,3.056944209,1,1,the morning buzz crew discusses,2.983135257,2,0,buzz crew discusses gun violence in the united states,3.008551078,2,0,discusses,1.519843217,1,0,the,0.274672505,0,0.25,,0
15,742170130105262080,15,0,its not the gun its the finger on the trigger . <url>,its not the gun its the finger on the trigger . <url>,User15,0.541666667,0,the gun its,2.671353205,0.3125,0,not the gun its the finger on the trigger,3.632434883,0,0,not the gun its the finger on the trigger,3.18718331,1,0,its,1.57402295,2,0,not the gun its the finger on the trigger,3.331269936,2,0,its,1.28633994,1,0,its,1.017410152,0,0.3095238095,,0
16,785326774548832256,16,1,"and only an hour after a debate where gun control was barely discussed , there ' s a shooting on campus . <repeated> wtf is this world ?","and only an hour after a debate where gun control was barely discussed , there ' s a shooting on campus . <repeated> wtf is this world ?",User16,0.166666667,1,control was barely,2.501130996,0.208333333,0,after a debate where gun control was barely discussed,3.632203926,2,0,after a debate where gun control was barely discussed,3.019569787,0,1,hour after a debate where gun control,3.057707523,2,0,is this world,3.016779292,2,0,and,0.667859765,1,0,and,0.529793364,0,0.4666666667,,4
17,809417151123701761,17,1,please support lifting the ban on gun violence research <user> via <user> <hashtag> lift the ban </hashtag>,please support lifting the ban on gun violence research <user> via <user> <hashtag> lift the ban </hashtag>,User17,0.770833333,1,ban,0.569189222,0.708333333,0,the ban on gun violence research <user> via <user>,3.631978579,3,1,please,1.014008587,2,1,support lifting the ban on gun violence research <user>,3.177972432,3,0,via <user>,0.838754892,3,0,please support lifting,1.663364186,1,0,please,0.596861144,1,1.0,,8
18,763333184406687744,18,0,the press can not find anything to talk about except trump defending the second amendment !,the press can not find anything to talk about except trump defending the second amendment !,User18,0.395833333,1,about except trump defending the second amendment,3.19582352,0.416666667,0,press can not find anything to,3.630238272,0,0,to talk about except trump defending the second amendment,3.260760629,1,0,amendment,0.237609798,2,0,the press can,2.524830581,2,1,trump defending the second,2.929533862,1,0,the,0.284410073,0,0.3095238095,,0
19,743181625018638336,19,0,<user> really ? how ' s the strictest gun control going for chicago & detroit as well as paris ?,<user> really ? how ' s the strictest gun control going for chicago & detroit as well as paris ?,User19,0.333333333,0,s the strictest gun control going for chicago,3.19481439,0.395833333,0,s the strictest gun control going for chicago,3.627865386,0,0,s the strictest gun control going for chicago,2.529548169,0,0,strictest,1.641649501,2,0,the strictest gun control going for chicago,2.763723099,2,0,<user> really,1.508940888,1,0,<user>,0.191740602,0,0.3095238095,,0
20,750681348935864320,20,0,why gun laws are still stalled right now in congress <url>,why gun laws are still stalled right now in congress <url>,User20,0.520833333,0,gun laws are still stalled right now in congress,2.998746951,0.3125,0,gun laws are still stalled right now in congress,3.626719389,0,0,gun laws are still stalled right now in congress,3.382671871,1,0,why gun laws are still stalled,2.962760069,2,0,gun laws are still stalled right now in congress,3.558361805,2,0,why,0.363382583,1,0,why,0.444134847,0,0.3095238095,,0
21,745702917060042753,21,1,"we have a mission , a mandate , and a moral obligation to speak up and speak out until the house votes to address gun violence <hashtag> hold the floor </hashtag>","we have a mission , a mandate , and a moral obligation to speak up and speak out until the house votes to address gun violence <hashtag> hold the floor </hashtag>",User21,0.875,1,votes,1.249241112,0.833333333,1,out until the house votes to address gun violence,3.616437759,3,1,votes,2.195072525,2,1,out until the house votes to address gun violence,2.272857687,3,0,we have a mission,2.71759744,3,0,address,1.002429663,1,0,we,0.389482738,1,1.0,,8
22,753721248811667456,22,0,<allcaps> and </allcaps> . . <allcaps> they have strict gun laws in france </allcaps> . <allcaps> sitting ducks </allcaps> <url>,<allcaps> and </allcaps> . . <allcaps> they have strict gun laws in france </allcaps> . <allcaps> sitting ducks </allcaps> <url>,User22,0.125,0,<allcaps> they have strict gun laws in france </allcaps>,2.56500908,0.1875,0,<allcaps> they have strict gun laws in france </allcaps>,3.611843334,2,0,<allcaps> they have strict gun laws in france </allcaps>,2.894130127,0,0,<allcaps> they have strict gun laws in france,3.148524509,2,0,<allcaps> sitting ducks </allcaps>,2.998885757,2,0,<allcaps>,0.312164681,1,0,<allcaps>,0.311541933,0,0.4666666667,,4
23,743508784849399808,23,1,. <user> thank you for taking action to end gun violence . keep working to change this picture . <url> via <user>,. <user> thank you for taking action to end gun violence . keep working to change this picture . <url> via <user>,User23,0.958333333,1,taking,0.553389155,0.770833333,1,thank you for taking action to end gun violence,3.610580564,3,1,<user> thank you for taking action to end gun,3.850158615,2,1,thank you for taking action to end gun violence,3.150177781,3,0,<user> thank you for taking action to end,3.698615401,3,0,thank you for taking action to end gun violence,3.325814245,1,0,thank you for taking action to end gun violence,2.220816141,1,1.0,,8
24,802651291952549888,24,0,<user> but but more gun laws because reasons,<user> but but more gun laws because reasons,User24,0.4375,0,<user> but but more gun laws because,3.029563913,0.3125,0,<user> but but more gun laws because,3.603118362,0,0,but but more gun laws because,2.90215366,0,0,gun laws because,2.394821021,2,0,<user> but but more gun laws because,3.342703659,2,1,more gun,2.051916691,1,0,<user>,0.168767822,0,0.3095238095,,0
25,763274252141338624,25,1,trump should know too many unstable people shoot people to make jokes about gun violence . what is wrong with him ? <repeated>,trump should know too many unstable people shoot people to make jokes about gun violence . what is wrong with him ? <repeated>,User25,0.25,1,wrong with him,2.864528441,0.479166667,1,too many unstable people shoot people to make jokes,3.597192894,2,1,people shoot people to make jokes about gun violence,3.56467173,1,1,should,1.537350846,2,0,people shoot people to make jokes about gun violence,2.382758877,0,1,unstable people shoot people to make jokes about gun,3.248286693,1,0,trump,0.358827296,0,0.4166666667,,3
26,752978656482488322,26,0,<user> cause gun control is working so well here in chicago . <repeated>,<user> cause gun control is working so well here in chicago . <repeated>,User26,0.4375,0,<user> cause gun control is working so well,3.144908371,0.25,0,cause gun control is working so well here in,3.594568469,2,0,gun control is working so well here in chicago,3.234024319,1,0,cause gun,2.093395195,2,0,well here in chicago,2.879696532,2,0,<user> cause gun,2.754381549,1,0,<user>,0.182493458,0,0.4666666667,,7
27,742945411481112578,27,0,gun control would not have prevented the pulse massacre in orlando <url>,gun control would not have prevented the pulse massacre in orlando <url>,User27,0.354166667,0,would not have prevented the pulse massacre in orlando,2.999646457,0.375,0,control would not have prevented the pulse massacre in,3.591193851,2,0,would not have prevented the pulse massacre in orlando,3.156363297,0,0,prevented,1.35134073,2,0,would not have prevented the pulse massacre in orlando,3.814667669,2,1,gun,0.295357364,1,0,gun,0.290697117,0,0.3095238095,,4
28,738074670600093697,28,1,tomorrow is <hashtag> wear orange </hashtag> national gun safety awareness day <user> . <user> attend a local event : <url>,tomorrow is <hashtag> wear orange </hashtag> national gun safety awareness day <user> . <user> attend a local event : <url>,User28,0.75,1,tomorrow,1.057046191,0.895833333,1,national gun safety awareness day,3.590260503,3,1,tomorrow is,2.737615363,2,1,wear orange </hashtag> national gun safety awareness day <user>,2.931352909,3,0,tomorrow is,2.612982421,2,0,tomorrow,0.842906693,1,0,tomorrow,0.763982709,1,1.0,,2
29,783018197549215744,29,0,how ' s the strict gun control now ? <url>,how ' s the strict gun control now ? <url>,User29,0.479166667,0,s the strict gun control now,2.942989923,0.1875,0,s the strict gun control now,3.589394268,2,0,s the strict gun control now,3.179770063,1,0,strict,0.60007985,2,0,s the strict gun control now,3.553688054,2,0,how,0.55687002,1,0,how,0.357957167,0,0.4666666667,,7
30,791820680111075328,30,0,<user> and that is why the government wants more gun control <url>,<user> and that is why the government wants more gun control <url>,User30,0.5625,0,that is why the government wants more gun control,3.118063703,0.416666667,0,that is why the government wants more gun control,3.589149816,0,0,gun control,0.52888527,1,0,government,0.90232565,2,0,that is why the government wants more gun control,3.432189096,2,1,wants more,2.100309852,1,0,<user>,0.178010784,1,0.5333333333,,0
31,796417585084383232,31,1,<user> <user> the second amendment is trash that should have been in the garbage years ago,<user> <user> the second amendment is trash that should have been in the garbage years ago,User31,0.3125,1,the garbage years,2.622454156,0.4375,0,second amendment is trash that should have,3.587694892,2,1,trash that should have been in the garbage years,3.630149723,1,0,trash that should have been in the garbage years,3.496550307,2,0,have been in the garbage years,3.070922064,2,0,<user> <user>,0.877327951,1,0,<user>,0.18165651,0,0.3095238095,,7
32,780584755326619648,32,0,"chicago has the strictest gun control in the nation , and the highest murder rate . <hashtag> debate night </hashtag> <hashtag> debates 2016 </hashtag>","chicago has the strictest gun control in the nation , and the highest murder rate . <hashtag> debate night </hashtag> <hashtag> debates 2016 </hashtag>",User32,0.375,1,and the highest murder rate,2.530819823,0.395833333,0,chicago has the strictest gun control in the nation,3.57838774,2,1,chicago has the strictest gun control in the nation,2.849679779,1,1,and the highest murder rate,1.957592985,2,0,and,0.53301957,2,0,chicago,0.602255623,1,0,chicago,0.666117473,0,0.3095238095,,7
33,743603468422766592,33,1,<user> great job sir for standing against gun violence . thats called a leadership . kudos to you . 👍 👍 👍,<user> great job sir for standing against gun violence . thats called a leadership . kudos to you . 👍 👍 👍,User33,0.958333333,1,called,1.470860417,0.854166667,1,<user> great job sir for standing against gun violence,3.574820172,3,1,thats called,2.953553381,2,1,<user> great job sir for standing against gun violence,3.079460432,3,0,<user> great job sir for standing,3.562750209,3,0,<user> great job sir for standing against gun violence,3.568207855,1,0,<user>,0.197264658,1,1.0,,8
34,770586655547912194,34,0,i love how there is no mention of the strict gun laws in chicago <allcaps> wtf </allcaps> ?,i love how there is no mention of the strict gun laws in chicago <allcaps> wtf </allcaps> ?,User34,0.270833333,0,the strict gun laws in chicago <allcaps> wtf </allcaps>,3.188918688,0.270833333,0,no mention of the strict gun laws in chicago,3.567382647,2,0,the strict gun laws in chicago <allcaps> wtf </allcaps>,3.321498761,0,0,the strict gun laws in,2.908666387,2,0,wtf </allcaps>,2.537462439,2,0,i,0.297180116,1,0,i,0.260399955,0,0.3095238095,,4
35,765260941101375488,35,0,<url> <allcaps> video for gun control ever </allcaps>,<url> <allcaps> video for gun control ever </allcaps>,User35,0.833333333,0,gun control ever,2.711358563,0.416666667,0,<url> <allcaps> video for gun control ever,3.563658268,0,0,for gun control ever,2.71865065,1,0,gun control ever,2.563376862,2,0,<url> <allcaps> video for gun control ever,3.408970726,2,0,<url>,1.796046811,1,0,<url>,0.488167346,0,0.4,,0
36,740969097744109568,36,0,<allcaps> yup </allcaps> ! criminals wont stop being criminals because of gun laws . <hashtag> shooter </hashtag> <hashtag> ar15 </hashtag> <hashtag> 2 nd amendment </hashtag> <hashtag> usa </hashtag> <url>,<allcaps> yup </allcaps> ! criminals wont stop being criminals because of gun laws . <hashtag> shooter </hashtag> <hashtag> ar15 </hashtag> <hashtag> 2 nd amendment </hashtag> <hashtag> usa </hashtag> <url>,User36,0.3125,0,criminals wont stop being criminals because of gun laws,3.236018045,0.229166667,0,criminals wont stop being criminals because of gun laws,3.558764181,2,0,criminals wont stop being criminals because of gun laws,3.187710012,0,0,criminals wont stop being criminals because of gun laws,3.299639601,2,0,usa </hashtag>,2.586121068,3,0,<allcaps>,0.278900948,1,0,<allcaps>,0.317174115,0,0.4666666667,,4
37,828729256419155968,37,0,i wonder how the left would feel if we create sanctuary states for gun laws ?,i wonder how the left would feel if we create sanctuary states for gun laws ?,User37,0.4375,0,gun laws,0.503968376,0.3125,0,we create sanctuary states for gun laws,3.555912964,0,0,left would feel if we create sanctuary,2.752836513,1,0,feel if we create sanctuary states for gun laws,2.954087259,2,0,if we create,2.690144937,2,0,gun laws,2.294736344,1,0,i,0.261593745,0,0.3095238095,,0
38,742115948426072064,38,0,in <number> a mass shooting in australia prompted gun control laws that p much ended mass shootings . stop praying and fkin do something <hashtag> orlando </hashtag>,in <number> a mass shooting in australia prompted gun control laws that p much ended mass shootings . stop praying and fkin do something <hashtag> orlando </hashtag>,User38,0.1875,1,gun control laws that p much ended mass shootings,2.465853877,0.395833333,0,gun control laws that p much ended mass shootings,3.550980499,3,1,gun control laws that p much ended mass shootings,3.817371074,2,0,gun control laws that p much ended mass shootings,2.370064782,3,0,orlando,0.357792044,2,0,in,0.49189544,0,0,in,0.446313276,1,0.6666666667,,2
